Model Name,Release Date,Company/Provider,Parameters,Context Window,Architecture,Modality,Model Type,Public Access,Features,Notable Achievements
Llama 3.1 8B-Chat (GGUF-Q8_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Orca via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Orca via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Orca via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Hermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Hermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Hermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Neural-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Neural-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Neural-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-OpenHermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-OpenHermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-OpenHermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Airoboros via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Airoboros via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Airoboros via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Orion via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Orion via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Orion via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Platypus via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Platypus via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-Platypus via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-UltraChat via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-UltraChat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat-UltraChat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q4_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q4_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q4_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q4_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q4_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q4_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q5_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q5_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q5_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q5_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q5_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q5_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q8_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q8_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct (GGUF-Q8_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Orca via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Orca via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Orca via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Hermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Hermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Hermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Neural-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Neural-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Neural-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-OpenHermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-OpenHermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-OpenHermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Airoboros via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Airoboros via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Airoboros via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Orion via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Orion via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Orion via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Platypus via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Platypus via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-Platypus via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-UltraChat via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-UltraChat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct-UltraChat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Mistral Nemo 2407,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q8_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orca,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Hermes,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Neural-Chat,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-OpenHermes,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Airoboros,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orion,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Platypus,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-UltraChat,2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orca (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orca (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orca (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Hermes (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Hermes (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Hermes (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Neural-Chat (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Neural-Chat (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Neural-Chat (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-OpenHermes (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-OpenHermes (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-OpenHermes (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Airoboros (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Airoboros (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Airoboros (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orion (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orion (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orion (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Platypus (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Platypus (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Platypus (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-UltraChat (GGUF-Q4_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-UltraChat (GGUF-Q4_1),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-UltraChat (GGUF-Q5_0),2024-07-30T00:00:00Z,Mistral / Mistral,Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_0) via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_0) via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_0) via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_1) via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_1) via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q4_1) via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_0) via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_0) via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_0) via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_1) via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_1) via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q5_1) via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q8_0) via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q8_0) via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407 (GGUF-Q8_0) via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orca via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orca via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orca via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Hermes via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Hermes via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Hermes via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Neural-Chat via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Neural-Chat via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Neural-Chat via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-OpenHermes via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-OpenHermes via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-OpenHermes via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Airoboros via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Airoboros via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Airoboros via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orion via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orion via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Orion via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Platypus via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Platypus via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-Platypus via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-UltraChat via Together,2024-07-30T00:00:00Z,Mistral / Together (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-UltraChat via Replicate,2024-07-30T00:00:00Z,Mistral / Replicate (API),Unknown,131072,,"text, image",Language Model,No,,
Mistral Nemo 2407-UltraChat via Baseten,2024-07-30T00:00:00Z,Mistral / Baseten (API),Unknown,131072,,"text, image",Language Model,No,,
GPT-4o 2024-08,2024-08-06T00:00:00Z,OpenAI / OpenAI,Unknown,128000,,"text, image",Language Model,No,,
GPT-4o 2024-08 (GGUF-Q4_0),2024-08-06T00:00:00Z,OpenAI / OpenAI,Unknown,128000,,"text, image",Language Model,No,,
GPT-4o 2024-08 (GGUF-Q4_1),2024-08-06T00:00:00Z,OpenAI / OpenAI,Unknown,128000,,"text, image",Language Model,No,,
GPT-4o 2024-08 (GGUF-Q5_0),2024-08-06T00:00:00Z,OpenAI / OpenAI,Unknown,128000,,"text, image",Language Model,No,,
GPT-4o 2024-08 via Together,2024-08-06T00:00:00Z,OpenAI / Together (API),Unknown,128000,,"text, image",Language Model,No,,
GPT-4o 2024-08 via Replicate,2024-08-06T00:00:00Z,OpenAI / Replicate (API),Unknown,128000,,"text, image",Language Model,No,,
GPT-4o 2024-08 via Baseten,2024-08-06T00:00:00Z,OpenAI / Baseten (API),Unknown,128000,,"text, image",Language Model,No,,
Phi-3.5-3.8B,2024-08-20T00:00:00Z,Microsoft / Microsoft,3.8B,16384,,text,Language Model,No,,
Phi-3.5-MoE,2024-08-20T00:00:00Z,Microsoft / Microsoft,Unknown,16384,,"text, image",Language Model,No,,
Phi-3.5-3.8B (GGUF-Q4_0),2024-08-20T00:00:00Z,Microsoft / Microsoft,3.8B,16384,,text,Language Model,No,,
Phi-3.5-3.8B (GGUF-Q4_1),2024-08-20T00:00:00Z,Microsoft / Microsoft,3.8B,16384,,text,Language Model,No,,
Phi-3.5-3.8B (GGUF-Q5_0),2024-08-20T00:00:00Z,Microsoft / Microsoft,3.8B,16384,,text,Language Model,No,,
Phi-3.5-MoE (GGUF-Q4_0),2024-08-20T00:00:00Z,Microsoft / Microsoft,Unknown,16384,,"text, image",Language Model,No,,
Phi-3.5-MoE (GGUF-Q4_1),2024-08-20T00:00:00Z,Microsoft / Microsoft,Unknown,16384,,"text, image",Language Model,No,,
Phi-3.5-MoE (GGUF-Q5_0),2024-08-20T00:00:00Z,Microsoft / Microsoft,Unknown,16384,,"text, image",Language Model,No,,
Phi-3.5-3.8B via Together,2024-08-20T00:00:00Z,Microsoft / Together (API),3.8B,16384,,text,Language Model,No,,
Phi-3.5-3.8B via Replicate,2024-08-20T00:00:00Z,Microsoft / Replicate (API),3.8B,16384,,text,Language Model,No,,
Phi-3.5-3.8B via Baseten,2024-08-20T00:00:00Z,Microsoft / Baseten (API),3.8B,16384,,text,Language Model,No,,
Phi-3.5-MoE via Together,2024-08-20T00:00:00Z,Microsoft / Together (API),Unknown,16384,,"text, image",Language Model,No,,
Phi-3.5-MoE via Replicate,2024-08-20T00:00:00Z,Microsoft / Replicate (API),Unknown,16384,,"text, image",Language Model,No,,
Phi-3.5-MoE via Baseten,2024-08-20T00:00:00Z,Microsoft / Baseten (API),Unknown,16384,,"text, image",Language Model,No,,
